UID         PID   PPID  C STIME TTY          TIME CMD
yeungbri  26938      1  0 14:51 ?        00:00:05 /usr/lib/systemd/systemd --user
yeungbri  26944  26938  0 14:51 ?        00:00:00 (sd-pam)
yeungbri  26950  26927  0 14:51 ?        00:00:00 sshd: yeungbri@pts/13
yeungbri  26957  26950  0 14:51 pts/13   00:00:00 -bash
root      30531   2706  0 Jan12 ?        00:00:00 sshd: gene [priv]
gene      30534  30531  0 Jan12 ?        00:00:00 sshd: gene@pts/23
gene      30535  30534  0 Jan12 pts/23   00:00:00 -tcsh
root      30834   2706  0 Jan09 ?        00:00:00 sshd: phoenix [priv]
phoenix   30838  30834  0 Jan09 ?        00:00:00 sshd: phoenix@pts/16
phoenix   30839  30838  0 Jan09 pts/16   00:00:00 -bash
root      31170   2706  0 15:33 ?        00:00:00 sshd: kevinfyi [priv]
root      31185      2  0 15:33 ?        00:00:00 [kworker/19:1]
kevinfyi  31347      1  0 15:33 ?        00:00:04 /usr/lib/systemd/systemd --user
kevinfyi  31352  31347  0 15:33 ?        00:00:00 (sd-pam)
kevinfyi  31357  31170  0 15:33 ?        00:00:00 sshd: kevinfyi@pts/31
kevinfyi  31358  31357  0 15:33 pts/31   00:00:00 -bash
noyes     32068  20979  0 Jan11 pts/21   00:00:00 vim q1.c
root      33219   2706  0 15:44 ?        00:00:00 sshd: sharadboni [priv]
root      33226   2706  0 15:44 ?        00:00:00 sshd: bruce0919 [priv]
sharadb+  33228      1  0 15:44 ?        00:00:03 /usr/lib/systemd/systemd --user
sharadb+  33233  33228  0 15:44 ?        00:00:00 (sd-pam)
sharadb+  33238  33219  0 15:44 ?        00:00:00 sshd: sharadboni@pts/2
sharadb+  33239  33238  0 15:44 pts/2    00:00:00 -bash
jlarisch  33248      1  0 Jan09 ?        00:00:41 /usr/lib/systemd/systemd --user
jlarisch  33254  33248  0 Jan09 ?        00:00:00 (sd-pam)
bruce09+  33291      1  0 15:44 ?        00:00:03 /usr/lib/systemd/systemd --user
bruce09+  33296  33291  0 15:44 ?        00:00:00 (sd-pam)
bruce09+  33301  33226  0 15:44 ?        00:00:00 sshd: bruce0919@pts/11
bruce09+  33302  33301  0 15:44 pts/11   00:00:00 -bash
root      33394      2  0 15:44 ?        00:00:00 [kworker/23:1]
root      33455   2706  0 15:45 ?        00:00:00 sshd: prerana121 [priv]
prerana+  33476      1  0 15:45 ?        00:00:03 /usr/lib/systemd/systemd --user
prerana+  33480  33476  0 15:45 ?        00:00:00 (sd-pam)
prerana+  33483  33455  0 15:45 ?        00:00:00 sshd: prerana121@pts/30
prerana+  33488  33483  0 15:45 pts/30   00:00:00 -bash
root      33552      2  0 15:45 ?        00:00:00 [kworker/16:1]
jlarisch  33631      1  0 Jan09 ?        00:02:05 tmux
jlarisch  33632  33631  0 Jan09 pts/27   00:00:00 -bash
root      33855      2  0 15:46 ?        00:00:00 [kworker/27:0]
root      34747   2706  0 15:50 ?        00:00:00 sshd: songyang25 [priv]
songyan+  34756  34747  0 15:50 ?        00:00:00 sshd: songyang25@pts/33
songyan+  34757  34756  0 15:50 pts/33   00:00:00 -bash
root      35653      2  0 15:53 ?        00:00:00 [kworker/25:1]
root      36917      2  0 16:05 ?        00:00:00 [kworker/28:0]
root      37062   2706  0 16:06 ?        00:00:00 sshd: jnerg [priv]
jnerg     37067      1  0 16:06 ?        00:00:01 /usr/lib/systemd/systemd --user
jnerg     37071  37067  0 16:06 ?        00:00:00 (sd-pam)
jnerg     37073  37062  0 16:06 ?        00:00:00 sshd: jnerg@pts/37
jnerg     37075  37073  0 16:06 pts/37   00:00:00 -bash
root      37173      2  0 16:07 ?        00:00:00 [kworker/18:2]
root      37300      2  0 16:07 ?        00:00:00 [kworker/17:0]
root      37884      2  0 16:15 ?        00:00:00 [kworker/27:1]
yeungbri  37900  26957  0 16:15 pts/13   00:00:00 vim client.c
root      37942      2  0 16:16 ?        00:00:00 [kworker/7:1]
root      37945      2  0 16:16 ?        00:00:00 [kworker/20:1]
root      37949      2  0 16:16 ?        00:00:00 [kworker/21:2]
root      37963      2  0 16:16 ?        00:00:00 [kworker/29:0]
root      37966      2  0 16:16 ?        00:00:00 [kworker/19:0]
root      38042      2  0 16:16 ?        00:00:00 [kworker/25:0]
root      38306   2706  0 16:18 ?        00:00:00 sshd: choffnes [priv]
choffnes  38311      1  0 16:18 ?        00:00:00 /usr/lib/systemd/systemd --user
choffnes  38315  38311  0 16:18 ?        00:00:00 (sd-pam)
choffnes  38317  38306  0 16:18 ?        00:00:00 sshd: choffnes@pts/25
choffnes  38318  38317  0 16:18 pts/25   00:00:00 -bash
root      38537      2  0 16:20 ?        00:00:00 [kworker/28:2]
root      38666      2  0 16:21 ?        00:00:00 [kworker/u290:2]
root      38670      2  0 16:21 ?        00:00:00 [kworker/3:1]
root      39380      2  0 16:22 ?        00:00:00 [kworker/17:2]
root      39514      2  0 16:25 ?        00:00:00 [kworker/9:2]
root      39518      2  0 16:25 ?        00:00:00 [kworker/31:2]
root      39519      2  0 16:25 ?        00:00:00 [kworker/5:0]
root      39909   2706  0 16:26 ?        00:00:00 sshd: nickthompson [priv]
nicktho+  39911      1  0 16:26 ?        00:00:00 /usr/lib/systemd/systemd --user
nicktho+  39916  39911  0 16:26 ?        00:00:00 (sd-pam)
nicktho+  39918  39909  0 16:26 ?        00:00:00 sshd: nickthompson@notty
nicktho+  39919  39918  0 16:26 ?        00:00:00 /usr/libexec/openssh/sftp-server
root      39924   2706  0 16:26 ?        00:00:00 sshd: nickthompson [priv]
nicktho+  39929  39924  0 16:26 ?        00:00:00 sshd: nickthompson@notty
nicktho+  39930  39929  0 16:26 ?        00:00:00 /usr/libexec/openssh/sftp-server
root      39931   2706  0 16:26 ?        00:00:00 sshd: nickthompson [priv]
nicktho+  39935  39931  0 16:26 ?        00:00:00 sshd: nickthompson@notty
nicktho+  39936  39935  0 16:26 ?        00:00:00 /usr/libexec/openssh/sftp-server
sharadb+  40714  33239  0 16:33 pts/2    00:00:00 vim p.py
root      41331      2  0 16:35 ?        00:00:00 [kworker/21:1]
root      41700   2706  0 16:37 ?        00:00:00 sshd: kgold [priv]
kgold     41703      1  0 16:37 ?        00:00:00 /usr/lib/systemd/systemd --user
kgold     41709  41703  0 16:37 ?        00:00:00 (sd-pam)
kgold     41714  41700  0 16:37 ?        00:00:00 sshd: kgold@pts/20
kgold     41715  41714  0 16:37 pts/20   00:00:00 -bash
postfix   41800   2997  0 16:40 ?        00:00:00 pickup -l -t unix -u
root      42333      2  0 16:47 ?        00:00:00 [kworker/22:1]
root      42722      2  0 16:52 ?        00:00:00 [kworker/26:1]
evandegr  42733      1  0 16:52 ?        00:00:00 /usr/lib/systemd/systemd --user
evandegr  42739  42733  0 16:52 ?        00:00:00 (sd-pam)
evandegr  42818      1  0 16:52 ?        00:00:03 tmux
evandegr  42819  42818  0 16:52 pts/35   00:00:00 -bash
evandegr  42864  42818  0 16:52 pts/36   00:00:00 -bash
evandegr  42919  42818  0 16:52 pts/38   00:00:00 -bash
root      43024      2  0 16:54 ?        00:00:00 [kworker/u289:1]
root      43032      2  0 16:55 ?        00:00:00 [kworker/23:2]
root      43599      1  0 16:57 ?        00:00:00 /bin/sh /usr/bin/start-puppet-agent agent  --no-daemonize
root      43601  43599  0 16:57 ?        00:00:01 /usr/bin/ruby-mri /usr/bin/puppet agent --no-daemonize
root      44171      2  0 16:59 ?        00:00:00 [kworker/14:1]
gene      44185      1  0  2016 ?        00:01:10 /usr/lib/systemd/systemd --user
gene      44188  44185  0  2016 ?        00:00:00 (sd-pam)
root      44221      2  0 Jan11 ?        00:00:00 [kworker/6:0H]
root      44298      2  0 17:02 ?        00:00:00 [kworker/10:3]
root      44412      2  0 17:08 ?        00:00:00 [kworker/5:2]
root      44415      2  0 17:08 ?        00:00:00 [kworker/29:2]
root      44601      2  0 17:12 ?        00:00:00 [kworker/15:0]
root      44740      2  0 17:15 ?        00:00:00 [kworker/13:2]
root      44929      2  0 17:21 ?        00:00:00 [kworker/16:0]
root      44940      2  0 17:21 ?        00:00:00 [kworker/14:2]
root      44946      2  0 17:21 ?        00:00:00 [kworker/24:2]
root      44959      2  0 17:22 ?        00:00:00 [kworker/15:1]
root      44968      2  0 17:22 ?        00:00:00 [kworker/18:0]
root      45033      2  0 17:22 ?        00:00:00 [kworker/6:2]
root      45056      2  0 17:23 ?        00:00:00 [kworker/13:3]
root      45059      2  0 17:23 ?        00:00:00 [kworker/20:2]
root      45563      2  0 17:27 ?        00:00:00 [kworker/1:0]
root      45567      2  0 17:27 ?        00:00:00 [kworker/11:0]
root      45569      2  0 17:27 ?        00:00:00 [kworker/7:3]
root      45587      2  0 17:30 ?        00:00:00 [kworker/12:2]
root      45811      2  0 17:33 ?        00:00:00 [kworker/11:2]
root      45874      2  0 17:33 ?        00:00:00 [kworker/6:3]
root      45877      2  0 17:33 ?        00:00:00 [kworker/8:0]
root      45879      2  0 17:33 ?        00:00:00 [kworker/4:0]
root      45887      2  0 17:33 ?        00:00:00 [kworker/24:0]
root      45888      2  0 17:33 ?        00:00:00 [kworker/1:1]
root      45898      2  0 17:33 ?        00:00:00 [kworker/10:1]
root      45982      2  0 17:39 ?        00:00:00 [kworker/30:1]
root      45990      2  0 17:39 ?        00:00:00 [kworker/12:1]
root      45993      2  0 17:39 ?        00:00:00 [kworker/2:1]
root      45994      2  0 17:39 ?        00:00:00 [kworker/30:3]
root      45995      2  0 17:39 ?        00:00:00 [kworker/3:0]
root      46008   2706  0 17:42 ?        00:00:00 sshd: rohitdongare [priv]
rohitdo+  46010      1  0 17:42 ?        00:00:00 /usr/lib/systemd/systemd --user
root      46013      2  0 17:42 ?        00:00:00 [kworker/26:0]
rohitdo+  46016  46010  0 17:42 ?        00:00:00 (sd-pam)
rohitdo+  46018  46008  0 17:42 ?        00:00:00 sshd: rohitdongare@pts/1
rohitdo+  46019  46018  0 17:42 pts/1    00:00:00 -bash
root      46149      2  0 17:45 ?        00:00:00 [kworker/2:0]
root      46150      2  0 17:45 ?        00:00:00 [kworker/0:2]
root      46152      2  0 17:45 ?        00:00:00 [kworker/8:1]
root      46155      2  0 17:45 ?        00:00:00 [kworker/0:3]
root      46158      2  0 17:45 ?        00:00:00 [kworker/4:1]
root      46159      2  0 17:45 ?        00:00:00 [kworker/22:0]
root      46163   2706  0 17:46 ?        00:00:00 sshd: vcantu [priv]
vcantu    46165      1  0 17:46 ?        00:00:00 /usr/lib/systemd/systemd --user
vcantu    46170  46165  0 17:46 ?        00:00:00 (sd-pam)
vcantu    46172  46163  0 17:46 ?        00:00:00 sshd: vcantu@pts/4
vcantu    46173  46172  0 17:46 pts/4    00:00:00 -bash
root      46238      2  0 17:47 ?        00:00:00 [kworker/u289:0]
root      46247   2706  0 17:49 ?        00:00:00 sshd: lhorgan [priv]
root      46251   2706  0 17:49 ?        00:00:00 sshd: kimjae95 [priv]
kimjae95  46257  46251  0 17:49 ?        00:00:00 sshd: kimjae95@pts/7
kimjae95  46258  46257  0 17:49 pts/7    00:00:00 -bash
root      46306      2  0 17:49 ?        00:00:00 [kworker/7:2H]
kimjae95  46326  46258  0 17:49 pts/7    00:00:00 ssh top
lhorgan   46329      1  0 17:49 ?        00:00:00 /usr/lib/systemd/systemd --user
root      46332      2  0 17:49 ?        00:00:00 [kworker/31:0]
lhorgan   46335  46329  0 17:49 ?        00:00:00 (sd-pam)
lhorgan   46340  46247  0 17:49 ?        00:00:00 sshd: lhorgan@pts/17
lhorgan   46341  46340  0 17:49 pts/17   00:00:00 -bash
root      46409      2  0 17:50 ?        00:00:00 [kworker/9:3]
root      46420      2  0 17:52 ?        00:00:00 [kworker/7:3H]
root      46448      2  0 17:57 ?        00:00:00 [kworker/7:0H]
root      46891      2  0 17:58 ?        00:00:00 [kworker/14:0]
root      46892      2  0 17:58 ?        00:00:00 [kworker/14:3]
root      46895      2  0 17:58 ?        00:00:00 [kworker/5:1]
root      46901      2  0 17:58 ?        00:00:00 [kworker/6:0]
root      46904      2  0 17:58 ?        00:00:00 [kworker/28:1]
root      46905      2  0 17:58 ?        00:00:00 [kworker/28:3]
root      46906      2  0 17:58 ?        00:00:00 [kworker/13:0]
root      46907   2706  0 17:58 ?        00:00:00 sshd: jdec [priv]
jdec      46909      1  0 17:58 ?        00:00:00 /usr/lib/systemd/systemd --user
root      46912      2  0 17:58 ?        00:00:00 [kworker/10:0]
jdec      46915  46909  0 17:58 ?        00:00:00 (sd-pam)
jdec      46917  46907  0 17:58 ?        00:00:00 sshd: jdec@notty
jdec      46918  46917  0 17:58 ?        00:00:00 /usr/libexec/openssh/sftp-server
root      46919   2706  0 17:59 ?        00:00:00 sshd: unknown [priv]
sshd      46920  46919  0 17:59 ?        00:00:00 sshd: unknown [net]
root      46922   2706  0 17:59 ?        00:00:00 sshd: vergea [priv]
vergea    46924      1  0 17:59 ?        00:00:00 /usr/lib/systemd/systemd --user
vergea    46928  46924  0 17:59 ?        00:00:00 (sd-pam)
vergea    46930  46922  0 17:59 ?        00:00:00 sshd: vergea@pts/26
vergea    46931  46930  0 17:59 pts/26   00:00:00 -bash
root      47001      2  0 17:59 ?        00:00:00 [kworker/8:2]
lhorgan   47003  46341  0 18:00 pts/17   00:00:00 ps -ef
root      69701      1  0  2016 ?        00:03:43 /usr/libexec/packagekitd
root      80864   2706  0 Jan12 ?        00:00:00 sshd: yiwendong [priv]
yiwendo+  80869      1  0 Jan12 ?        00:00:22 /usr/lib/systemd/systemd --user
yiwendo+  80875  80869  0 Jan12 ?        00:00:00 (sd-pam)
yiwendo+  80880  80864  0 Jan12 ?        00:00:00 sshd: yiwendong@pts/0
yiwendo+  80881  80880  0 Jan12 pts/0    00:00:00 -bash
yiwendo+  80944  80881  0 Jan12 pts/0    00:00:00 nano Ball.java
root      85357   2706  0 Jan10 ?        00:00:00 sshd: jcf [priv]
jcf       85362      1  0 Jan10 ?        00:00:39 /usr/lib/systemd/systemd --user
jcf       85367  85362  0 Jan10 ?        00:00:00 (sd-pam)
jcf       85369  85357  0 Jan10 ?        00:00:00 sshd: jcf@pts/15
jcf       85370  85369  0 Jan10 pts/15   00:00:00 -bash
root      89861   2706  0 Jan10 ?        00:00:00 sshd: idasilva [priv]
idasilva  89866      1  0 Jan10 ?        00:00:38 /usr/lib/systemd/systemd --user
idasilva  89871  89866  0 Jan10 ?        00:00:00 (sd-pam)
idasilva  89873  89861  0 Jan10 ?        00:00:00 sshd: idasilva@pts/18
idasilva  89874  89873  0 Jan10 pts/18   00:00:00 -bash
root      93963   2706  0 Jan10 ?        00:00:00 sshd: christestsp2017 [priv]
christe+  93977      1  0 Jan10 ?        00:00:38 /usr/lib/systemd/systemd --user
christe+  93981  93977  0 Jan10 ?        00:00:00 (sd-pam)
christe+  93983  93963  0 Jan10 ?        00:00:00 sshd: christestsp2017@pts/6
christe+  93984  93983  0 Jan10 pts/6    00:00:00 -bash
root      96809      1  0 Jan04 ?        00:00:08 /usr/libexec/upowerd
root      96829      1  0 Jan04 ?        00:00:34 /usr/libexec/udisks2/udisksd --no-debug
rtkit     96850      1  0 Jan04 ?        00:00:07 /usr/libexec/rtkit-daemon
root     102006   2706  0 Jan10 ?        00:00:00 sshd: zontakm [priv]
zontakm  102010      1  0 Jan10 ?        00:00:37 /usr/lib/systemd/systemd --user
zontakm  102015 102010  0 Jan10 ?        00:00:00 (sd-pam)
root     102018   2706  0 Jan10 ?        00:00:00 sshd: zontakm [priv]
zontakm  102025 102006  0 Jan10 ?        00:00:00 sshd: zontakm@pts/14
zontakm  102052 102018  0 Jan10 ?        00:00:00 sshd: zontakm@notty
zontakm  102053 102052  0 Jan10 ?        00:00:00 /usr/libexec/openssh/sftp-server
zontakm  102088 102025  0 Jan10 pts/14   00:00:00 -bash
gene     103109      1  0 05:49 ?        00:00:00 ./bin/dmtcp_coordinator
gene     103576      1  0 05:50 ?        00:00:00 ./bin/dmtcp_coordinator
gene     104109      1  0 05:51 ?        00:00:00 ./bin/dmtcp_coordinator
gene     116044      1  0 06:05 ?        00:00:00 ./bin/dmtcp_coordinator
gene     116088      1  0 06:05 ?        00:00:00 ./bin/dmtcp_coordinator
gene     116251      1  0 06:05 ?        00:00:00 ./bin/dmtcp_coordinator
gene     116267      1  0 06:05 ?        00:00:00 ./bin/dmtcp_coordinator
gene     116272      1  0 06:05 ?        00:00:00 ./bin/dmtcp_coordinator
kimjae95 119407      1  0 Jan10 ?        00:00:34 /usr/lib/systemd/systemd --user
kimjae95 119411 119407  0 Jan10 ?        00:00:00 (sd-pam)
kimjae95 121841      1  0 Jan10 ?        00:00:02 ./dummy
root     137535   2706  0 Jan12 ?        00:00:00 sshd: songyang25 [priv]
songyan+ 137538      1  0 Jan12 ?        00:00:18 /usr/lib/systemd/systemd --user
songyan+ 137544 137538  0 Jan12 ?        00:00:00 (sd-pam)
songyan+ 137546 137535  0 Jan12 ?        00:00:00 sshd: songyang25@pts/49
songyan+ 137547 137546  0 Jan12 pts/49   00:00:00 -bash
root     144002   2706  0 08:31 ?        00:00:00 sshd: idasilva [priv]
idasilva 144007 144002  0 08:31 ?        00:00:00 sshd: idasilva@pts/8
idasilva 144008 144007  0 08:31 pts/8    00:00:00 -bash
root     144606 144008  0 08:33 pts/8    00:00:00 sudo su -
root     144607 144606  0 08:33 pts/8    00:00:00 su -
root     144608 144607  0 08:33 pts/8    00:00:00 -bash
root     145801      1  0 Jan03 tty1     00:00:00 /sbin/agetty --noclear tty1 linux
